Token 	Tags Validés
da 	 KON:SUB 
ga 	 PRO:PER 
isprovociram 	 VER 
svojim 	 ADJ:POS 
ćutanjem 	 NOM:com 
i 	 KON:COOR 
da 	 KON:SUB 
ga 	 PRO:PER 
navedem 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
izjasni 	 VER 
i 	 KON:COOR 
otkrije 	 VER 
. 	 SENT 
 	  
Progovorio 	 VER 
je 	 VER:AUX 
tek 	 ADV 
u 	 PRP 
staničnoj 	 ADJ 
restoraciji 	 NOM:com 
, 	 PUN 
gde 	 ADV:REL 
je 	 VER:AUX 
ispio 	 VER 
jednu 	 ADJ:IND 
cikoriju 	 NOM:com 
koju 	 PRO:REL 
je 	 VER:AUX 
naručio 	 VER 
posle 	 PRP 
duge 	 ADJ 
, 	 PUN 
mučne 	 ADJ 
pauze 	 NOM:com 
. 	 SENT 
 	  
Video 	 VER 
sam 	 VER:AUX 
da 	 KON:SUB 
se 	 PRO:REF 
lomi 	 VER 
i 	 KON:COOR 
suzdržava 	 VER 
svoj 	 ADJ:POS 
vapaj 	 NOM:com 
za 	 PRP 
alkoholom 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
ja 	 PRO:PER 
to 	 PRO:DEM 
shvatih 	 VER 
kao 	 KON:SUB 
žrtvu 	 NOM:com 
i 	 KON:COOR 
kao 	 ADV 
dobar 	 ADJ 
znak 	 NOM:com 
. 	 SENT 
 	  
« 	 PUN:cit 
Koristim 	 VER 
ovaj 	 ADJ:DEM 
trenutak 	 NOM:com 
lucidnosti 	 NOM:com 
i 	 KON:COOR 
uzajamnog 	 ADJ 
poverenja 	 NOM:com 
da 	 KON:SUB 
ti 	 PRO:PER 
kažem 	 VER 
nekoliko 	 ADV 
reči 	 NOM:com 
. 	 SENT 
 	  
» 	 PUN:cit 
Tako 	 ADV 
poče 	 VER 
moj 	 ADJ:POS 
otac 	 NOM:com 
. 	 SENT 
 	  
« 	 PUN:cit 
Jer 	 KON:SUB 
uprkos 	 PRP 
lažnoj 	 ADJ 
pojavnosti 	 NOM:com 
, 	 PUN 
ja 	 PRO:PER 
verujem 	 VER 
da 	 KON:SUB 
si 	 VER 
ti 	 ADJ:DEM 
jedini 	 ADJ 
koji 	 PRO:REL 
još 	 ADV 
ima 	 VER 
razumevanja 	 NOM:com 
za 	 PRP 
mene 	 PRO:PER 
i 	 KON:COOR 
koji 	 PRO:REL 
je 	VER
u 	 PRP 
stanju 	 NOM:com 
da 	 KON:SUB 
sve 	 ADJ:IND 
moje 	 ADJ:POS 
slabosti 	 NOM:com 
( 	 PUN 
vidiš 	 VER 
, 	 PUN 
ja 	 PRO:PER 
priznajem 	 VER 
i 	 KON:COOR 
svoje 	 ADJ:POS 
slabosti 	 NOM:com 
) 	 PUN 
posmatra 	 VER 
iz 	 PRP 
nekog 	 ADJ:IND 
dubljeg 	ADJ:KOM
aspekta 	 NOM:com 
i 	 KON:COOR 
s 	 PRP 
razumevanjem 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
Znam 	 VER 
, 	 PUN 
znam 	 VER 
, 	 PUN 
ne 	 PAR 
možeš 	 VER 
da 	 KON:SUB 
mi 	 PRO:PER 
oprostiš 	 VER 
moj 	 ADJ:POS 
egoizam 	 NOM:com 
, 	 PUN 
moju 	 ADJ:POS 
nepomirljivost 	 NOM:com 
prema 	 PRP 
svetu 	 NOM:com 
. 	 SENT 
 	  
Možda 	 PAR 
imaš 	 VER 
pravo 	 NOM:com 
, 	 PUN 
ali 	 KON:COOR 
sada 	 ADV 
je 	 VER 
već 	 ADV 
kasno 	 ADV 
i 	 KON:COOR 
za 	 PRP 
kajanje 	 NOM:com 
i 	 KON:COOR 
za 	 PRP 
objašnjenje 	 NOM:com 
. 	 SENT 
 	  
Razumeš 	 VER 
li 	 PAR 
: 	 PUN 
sada 	 ADV 
je 	 VER:AUX 
već 	 ADV 
kasno 	 ADV 
, 	 PUN 
mladiću 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
No 	 KON:COOR 
pusti 	 VER 
da 	 KON:SUB 
ti 	 PRO:PER 
kažem 	 VER 
još 	 ADV 
koju 	ADJ:IND
reč 	 NOM:com 
. 	 SENT 
 	  
Moja 	 ADJ:POS 
uloga 	 NOM:com 
žrtve 	 NOM:com 
, 	 PUN 
koju 	 PRO:REL 
sam 	 VER:AUX 
igrao 	 VER 
s 	 PRP 
manje 	 ADV:KOM 
- 	 PUN 
više 	 ADV:KOM 
uspeha 	 VER 
celog 	 ADJ 
života 	 NOM:com 
– 	 PUN 
jer 	 KON:SUB 
čovek 	 NOM:com 
zapravo 	 ADV 
igra 	 VER 
svoj 	 ADJ:POS 
život 	 NOM:com 
, 	 PUN 
svoju 	 ADJ:POS 
sudbinu 	 NOM:com 
– 	 PUN 
ta 	 ADJ:DEM 
uloga 	 NOM:com 
se 	 PRO:REF 
, 	 PUN 
velim 	 VER 
, 	 PUN 
polako 	 ADV 
privodi 	 VER 
kraju 	 NOM:com 
. 	 SENT 
 	  
Ne 	 PAR 
može 	 VER 
se 	 PRO:REF 
, 	 PUN 
mladiću 	 NOM:com 
moj 	 ADJ:POS 
, 	 PUN 
i 	 KON:COOR 
to 	 PRO:DEM 
zapamti 	 VER 
jednom 	 ADV 
zauvek 	 ADV 
, 	 PUN 
ne 	 PAR 
može 	 VER 
se 	 PRO:REF 
igrati 	 VER 
celog 	 ADJ 
života 	 NOM:com 
uloga 	 NOM:com 
žrtve 	 NOM:com 
a 	 KON:COOR 
da 	 KON:SUB 
se 	 PRO:REF 
konačno 	 ADV 
i 	 KON:COOR 
ne 	 PAR 
postane 	 VER 
žrtvom 	 NOM:com 
. 	 SENT 
 	
I 	 KON:COOR 
vidiš 	 VER 
, 	 PUN 
tu 	 ADV 
se 	 PRO:REF 
sad 	 ADV 
više 	 ADV:KOM 
ništa 	 PRO:IND 
ne 	 PAR 
može 	 VER 
, 	 PUN 
ja 	 PRO:PER 
ću 	 VER:AUX 
morati 	 VER 
da 	 KON:SUB 
nastojim 	 VER 
da 	 KON:SUB 
tu 	 ADV 
ulogu 	 NOM:com 
odigram 	 VER 
dostojno 	ADV
i 	 KON:COOR 
do 	 PRP 
kraja 	 NOM:com 
. 	 SENT 
 	  
To 	 PRO:DEM 
će 	 VER:AUX 
biti 	 VER 
moje 	 ADJ:POS 
otkupljenje 	 NOM:com 
, 	 PUN 
oproštaj 	NOM:com
koji 	 PRO:REL 
ćete 	 VER:AUX 
mi 	 PRO:PER 
dati 	 VER 
. 	 SENT 
 	  
» 	 PUN:cit 
Moram 	 VER 
da 	 KON:SUB 
priznam 	 VER 
, 	 PUN 
nisam 	 VER:AUX 
ga 	 PRO:PER 
razumeo 	 VER 
baš 	 ADV 
najbolje 	 ADV:SUP 
. 	 SENT 
 	  
Ali 	 KON:COOR 
sam 	 VER:AUX 
shvatio 	 VER 
da 	 KON:SUB 
govori 	 VER 
iz 	 PRP 
jedne 	 ADJ:IND 
malo 	 ADV 
niže 	 VER 
od 	 PRP 
njegove 	 ADJ:POS 
uobičajene 	 ADJ 
oktave 	 NOM:com 
, 	 PUN 
iz 	 PRP 
oktave 	 NOM:com 
iskrenosti 	 NOM:com 
koja 	 PRO:REL 
je 	 VER:AUX 
već 	 ADV 
davno 	 ADV 
bila 	 VER:AUX 
zamrla 	 VER 
u 	 PRP 
njemu 	 PRO:PER 
i 	 KON:COOR 
koja 	 PRO:REL 
je 	 VER:AUX 
stoga 	 ADV 
zvučala 	 VER 
neobično 	 ADV 
i 	 KON:COOR 
dirljivo 	 ADV 
. 	 SENT 
 	  
Sedeli 	 VER 
smo 	 VER:AUX 
u 	 PRP 
tom 	 ADJ:DEM 
malom 	 ADJ 
restoranu 	 NOM:com 
provincijske 	 ADJ 
stanice 	 NOM:com 
, 	 PUN 
skoro 	 ADV 
sami 	 ADJ 
, 	 PUN 
tete 	STR
- 	 PUN 
à 	STR
- 	 PUN 
tete 	STR
, 	 PUN 
nad 	 PRP 
prljavim 	 ADJ 
kariranim 	 ADJ 
stolnjakom 	 NOM:com 
. 	 SENT 
 	  
Bilo 	 VER 
je 	 VER:AUX 
kasno 	ADJ
letnje 	 ADJ 
popodne 	 NOM:com 
i 	 KON:COOR 
muve 	 NOM:com 
su 	 VER:AUX 
padale 	 VER 
iz 	 PRP 
vazduha 	 NOM:com 
opijene 	 ADJ 
svojim 	 ADJ:POS 
sopstvenim 	 ADJ 
letom 	 NOM:com 
i 	 KON:COOR 
toplinom 	 NOM:com 
. 	 SENT 
 	  
Mirisalo 	 VER 
je 	 VER:AUX 
na 	 PRP 
gulaš 	 NOM:com 
i 	 KON:COOR 
na 	 PRP 
parketnu 	 ADJ 
mast 	 NOM:com 
. 	 SENT 
 	  
U 	 PRP 
uglu 	 NOM:com 
je 	 VER:AUX 
stajalo 	 VER 
jedno 	 ADJ:IND 
cimbalo 	 NOM:com 
, 	 PUN 
prekriveno 	 VER 
čojom 	 NOM:com 
kao 	 KON:SUB 
mrtvački 	 ADJ 
sanduk 	 NOM:com 
. 	 SENT 
 	  
Muholovka 	 NOM:com 
se 	 PRO:REF 
klatila 	 VER 
jedva 	 ADV 
primetno 	 ADV 
, 	 PUN 
odmeravajući 	 VER 
leno 	 ADJ 
minute 	 NOM:com 
. 	 SENT 
 	  
Flaše 	 NOM:com 
na 	 PRP 
policama 	 NOM:com 
dremale 	 VER 
su 	 VER:AUX 
svoj 	 ADJ:POS 
popodnevni 	 ADJ 
san 	 NOM:com 
, 	 PUN 
nabijene 	 ADJ 
sunčevim 	 ADJ 
zracima 	 NOM:com 
i 	 KON:COOR 
sopstvenom 	 ADJ 
težinom 	 NOM:com 
kao 	 KON:SUB 
pupoljci 	 NOM:com 
ili 	 KON:COOR 
granate 	 NOM:com 
. 	 SENT 
 	  
« 	 PUN:cit 
Ima 	 VER 
ljudi 	 NOM:com 
» 	 PUN:cit 
, 	 PUN 
nastavi 	 VER 
moj 	 ADJ:POS 
otac 	 NOM:com 
, 	 PUN 
« 	 PUN:cit 
koji 	 PRO:REL 
su 	 VER:AUX 
rođeni 	 VER 
da 	 KON:SUB 
budu 	 VER 
nesrećni 	 ADJ 
i 	 KON:COOR 
da 	 KON:SUB 
drugima 	 PRO:NUM 
čine 	 VER 
nesreću 	 NOM:com 
, 	 PUN 
onih 	 PRO:DEM 
koji 	 PRO:REL 
su 	VER
žrtve 	 NOM:com 
nekih 	 ADJ:IND 
nebeskih 	 ADJ 
, 	 PUN 
nama 	 PRO:PER 
neshvatljivih 	 ADJ 
mahinacija 	 NOM:com 
, 	 PUN 
zamorčići 	 VER 
nebeske 	 ADJ 
mehanike 	 NOM:com 
, 	 PUN 
buntovnici 	 NOM:com 
kojima 	 PRO:REL 
je 	 VER:AUX 
dodeljena 	 VER 
uloga 	 NOM:com 
buntovnika 	 NOM:com 
, 	 PUN 
no 	 KON:COOR 
koji 	 PRO:REL 
su 	 VER:AUX 
rođeni 	 VER 
, 	 PUN 
po 	 PRP 
okrutnoj 	 ADJ 
logici 	 NOM:com 
nebeske 	 ADJ 
komedije 	 NOM:com 
, 	 PUN 
sa 	 PRP 
posečenim 	 ADJ 
krilima 	 NOM:com 
. 	 SENT 
 	  
Titani 	NOM:com
bez 	 PRP 
snage 	 NOM:com 
titana 	NOM:com
, 	 PUN 
mali 	 ADJ 
, 	 PUN 
kržljavi 	 ADJ 
titančići 	 NOM:com 
kojima 	 PRO:REL 
je 	 VER:AUX 
od 	 PRP 
veličine 	 NOM:com 
data 	 VER 
samo 	 ADV 
jedna 	 ADJ:IND 
okrutna 	 ADJ 
doza 	NOM:com
osetljivosti 	 NOM:com 
u 	 PRP 
kojoj 	 PRO:REL 
se 	 PRO:REF 
kao 	 KON:SUB 
u 	 PRP 
alkoholu 	 NOM:com 
rastvara 	 VER 
njihova 	 ADJ:POS 
ništavna 	 ADJ 
snaga 	 NOM:com 
. 	 SENT 
 	  
Oni 	 PRO:PER 
idu 	 VER 
za 	 PRP 
svojom 	 ADJ:POS 
zvezdom 	 NOM:com 
, 	 PUN 
za 	 PRP 
svojom 	 ADJ:POS 
bolesnom 	 ADJ 
senzibilnošću 	 NOM:com 
, 	 PUN 
nošeni 	 ADJ 
titanskim 	 ADJ 
planovima 	 NOM:com 
i 	 KON:COOR 
namerama 	 NOM:com 
, 	 PUN 
pa 	 KON:COOR 
se 	 PRO:REF 
razbijaju 	 VER 
kao 	 KON:SUB 
talasi 	 NOM:com 
o 	 PRP 
kamene 	 ADJ 
hridi 	NOM:com
običnosti 	 NOM:com 
. 	 SENT 
 	  
Vrhunac 	 NOM:com 
pak 	PAR
okrutnosti 	 NOM:com 
koja 	 PRO:REL 
im 	 PRO:PER 
je 	 VER:AUX 
dodeljena 	 VER 
jeste 	 VER 
lucidnost 	 NOM:com 
, 	 PUN 
to 	 ADJ:DEM 
saznanje 	 NOM:com 
sopstvenih 	 ADJ 
granica 	 NOM:com 
, 	 PUN 
ta 	 ADJ:DEM 
bolesna 	 ADJ 
moć 	 NOM:com 
distance 	 NOM:com 
. 	 SENT 
 	  
Ja 	 PRO:PER 
gledam 	 VER 
sebe 	 PRO:PER 
u 	 PRP 
ulozi 	 NOM:com 
koju 	 PRO:REL 
su 	 VER:AUX 
mi 	 PRO:PER 
nametnula 	 VER 
nebesa 	 NOM:col 
i 	 KON:COOR 
sudbina 	 NOM:com 
, 	 PUN 
svestan 	 ADJ 
u 	 PRP 
svakom 	 ADJ:IND 
trenutku 	 NOM:com 
svoje 	 ADJ:POS 
uloge 	 NOM:com 
, 	 PUN 
ali 	 KON:COOR 
u 	 PRP 
isto 	 ADJ 
vreme 	 NOM:com 
sasvim 	 ADV 
nemoćan 	 ADJ 
da 	 KON:SUB 
joj 	 PRO:PER 
se 	 PRO:REF 
suprotstavim 	 VER 
snagom 	 NOM:com 
logike 	 NOM:com 
ili 	 KON:COOR 
volje 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
Srećom 	 ADV 
, 	 PUN 
kao 	 KON:SUB 
što 	 KON:SUB 
rekoh 	 VER 
, 	 PUN 
ta 	 ADJ:DEM 
se 	 PRO:REF 
moja 	 ADJ:POS 
uloga 	 NOM:com 
privodi 	 VER 
kraju 	 NOM:com 
. 	 SENT 
 	  
. 	 SENT 
 	  
. 	 SENT 
 	  
» 	 PUN:cit 
Taj 	 ADJ:DEM 
jedinstveni 	 ADJ 
trenutak 	 NOM:com 
iskrenosti 	 NOM:com 
i 	 KON:COOR 
lucidnosti 	 NOM:com 
poremetio 	 VER 
je 	 VER:AUX 
dolazak 	 NOM:com 
voza 	 NOM:com 
. 	 SENT 
 	  
Otac 	 NOM:com 
ostavi 	 VER 
kraljevsku 	 ADJ 
napojnicu 	 NOM:com 
i 	 KON:COOR 
odnese 	 VER 
svoju 	 ADJ:POS 
tajnu 	NOM:com
u 	 PRP 
grob 	 NOM:com 
. 	 SENT 
 	  
Po 	 PRP 
povratku 	 NOM:com 
iz 	 PRP 
Pešte 	 NOM:NAM 
, 	 PUN 
gde 	 ADV:REL 
se 	 PRO:REF 
zadržao 	 VER 
svega 	 ADV 
tri 	 NUM:CAR 
- 	 PUN 
četiri 	 NUM:CAR 
dana 	 NOM:com 
, 	 PUN 
otac 	 NOM:com 
mi 	 PRO:PER 
je 	 VER:AUX 
doneo 	 VER 
jednu 	 ADJ:IND 
kutiju 	 NOM:com 
sa 	 PRP 
tesarskim 	 ADJ 
priborom 	 NOM:com 
, 	 PUN 
kako 	 KON:SUB 
mi 	 PRO:PER 
je 	 VER:AUX 
bio 	VER:AUX
obećao 	 VER 
onog 	 ADJ:DEM 
dana 	 NOM:com 
kada 	 ADV:REL 
smo 	 VER:AUX 
razgovarali 	 VER 
na 	 PRP 
stanici 	 NOM:com 
pred 	 PRP 
njegov 	 ADJ:POS 
odlazak 	 NOM:com 
. 	 SENT 
 	  
Bilo 	 VER 
je 	 VER:AUX 
u 	 PRP 
tom 	 ADJ:DEM 
njegovom 	 ADJ:POS 
gestu 	 NOM:com 
neke 	 ADJ:IND 
dirljive 	 ADJ 
iskrenosti 	 NOM:com 
. 	 SENT 
 	  
Šepurio 	 VER 
se 	 PRO:REF 
po 	 PRP 
kući 	 NOM:com 
, 	 PUN 
tobože 	 NOM:com 
nezainteresovan 	 ADJ 
, 	 PUN 
kao 	 KON:SUB 
neko 	 PRO:IND 
ko 	 PRO:REL 
je 	 VER:AUX 
navikao 	 VER 
da 	 KON:SUB 
donosi 	 VER 
poklone 	 NOM:com 
i 	 KON:COOR 
da 	 KON:SUB 
čini 	 VER 
milosrdna 	 ADJ 
dela 	 NOM:com 
, 	 PUN 
no 	 KON:COOR 
mi 	 PRO:PER 
smo 	 VER:AUX 
dobro 	 ADV 
znali 	 VER 
kolika 	ADJ:INTR
je 	 VER:AUX 
to 	 PRO:DEM 
za 	 PRP 
njega 	 PRO:PER 
bila 	 VER 
žrtva 	 NOM:com 
i 	 KON:COOR 
koliki 	 ADJ 
dokaz 	 NOM:com 
dobrote 	 ADJ 
srca 	 NOM:com 
, 	 PUN 
ako 	 KON:SUB 
hoćete 	 VER 
, 	 PUN 
jer 	 KON:SUB 
on 	 PRO:PER 
je 	 VER:AUX 
, 	 PUN 
bez 	 PRP 
sumnje 	 NOM:com 
, 	 PUN 
morao 	 VER 
da 	 KON:SUB 
učini 	 VER 
golem 	 ADJ 
napor 	 NOM:com 
da 	 KON:SUB 
tu 	 ADJ:DEM 
moju 	 ADJ:POS 
želju 	 NOM:com 
, 	 PUN 
izrečenu 	 ADJ 
više 	 ADV:KOM 
reda 	 NOM:com 
radi 	 VER 
, 	 PUN 
i 	 KON:COOR 
sa 	 PRP 
apsolutnom 	ADJ
nevericom 	 NOM:com 
, 	 PUN 
drži 	 VER 
na 	 PRP 
umu 	 NOM:com 
tokom 	 PRP 
takvog 	 ADJ:DEM 
jednog 	 ADJ:IND 
svakako 	ADV
misionarskog 	 ADJ 
putovanja 	 NOM:com 
. 	 SENT 
 	  
A 	 KON:COOR 
taj 	 ADJ:DEM 
pribor 	 NOM:com 
za 	 PRP 
šper 	 NOM:com 
- 	 PUN 
ploču 	 NOM:com 
, 	 PUN 
ta 	 ADJ:DEM 
minijaturna 	 ADJ 
tesarska 	 ADJ 
radionica 	 NOM:com 
, 	 PUN 
to 	 PRO:DEM 
je 	 VER:AUX 
bio 	 VER 
samo 	 ADV 
deo 	 NOM:com 
mog 	 ADJ:POS 
davnašnjeg 	 ADJ 
sna 	 NOM:com 
, 	 PUN 
cvet 	 NOM:com 
mojih 	 ADJ:POS 
naklonosti 	 NOM:com 
, 	 PUN 
alat 	 NOM:com 
mog 	 ADJ:POS 
urođenog 	 ADJ 
talenta 	 NOM:com 
za 	 PRP 
tesarstvo 	 NOM:com 
, 	 PUN 
talenta 	 NOM:com 
dovedenog 	 ADJ 
do 	 PRP 
usijanja 	 NOM:com 
u 	 PRP 
fazi 	 NOM:com 
mojih 	 ADJ:POS 
najžešćih 	 ADJ:SUP 
religioznih 	 ADJ 
, 	 PUN 
pretpubertetskih 	 ADJ 
kriza 	 NOM:com 
: 	 PUN 
otkako 	 ADV 
sam 	 VER:AUX 
video 	 VER 
na 	 PRP 
jednoj 	 ADJ:IND 
gravuri 	 NOM:com 
u 	 PRP 
zaglavlju 	 NOM:com 
mog 	 ADJ:POS 
katehizisa 	 NOM:com 
( 	 PUN 
u 	 PRP 
glavi 	 NOM:com 
pod 	 PRP 
naslovom 	 NOM:com 
: 	 PUN 
O 	 PRP 
četvrtoj 	 NUM:ORD 
Božjoj 	 ADJ 
zapovesti 	 NOM:com 
) 	 PUN 
dete 	 NOM:com 
- 	 PUN 
Isusa 	 NOM:NAM 
sa 	 PRP 
dletom 	 NOM:com 
i 	 KON:COOR 
čekićem 	 NOM:com 
, 	 PUN 
moje 	 ADJ:POS 
su 	 VER:AUX 
se 	 PRO:REF 
naklonosti 	 NOM:com 
još 	 ADV 
više 	 ADV:KOM 
razbuktale 	 VER 
. 	 SENT 
 	  
Ispod 	 PRP 
te 	 ADJ:DEM 
gravure 	 NOM:com 
pisalo 	 VER 
je 	 VER:AUX 
plamtećim 	 ADJ 
kurzivom 	 NOM:com 
: 	 PUN 
Bejaše 	 VER 
poslušan 	 ADJ 
roditeljima 	 NOM:com 
svojim 	 ADJ:POS 
, 	 PUN 
što 	 PRO:REL 
sam 	 VER:AUX 
ja 	 PRO:PER 
dovodio 	 VER 
u 	 PRP 
direktnu 	 ADJ 
vezu 	 NOM:com 
sa 	 PRP 
tesarstvom 	 NOM:com 
, 	 PUN 
smatrajući 	 VER 
da 	 KON:SUB 
praviti 	 VER 
drvene 	 ADJ 
tronošce 	 NOM:com 
jeste 	 VER 
vrhunac 	 NOM:com 
odanosti 	 NOM:com 
prema 	 PRP 
roditeljima 	 NOM:com 
i 	 KON:COOR 
prema 	 PRP 
Bogu 	 NOM:com 
, 	 PUN 
simbol 	 NOM:com 
sličan 	 ADJ 
molitvi 	 NOM:com 
ili 	 KON:COOR 
velikom 	 ADJ 
postu 	 NOM:com 
. 	 SENT 
 	  
Stric 	NOM:com
Oto 	 NOM:NAM 
, 	 PUN 
još 	 ADV 
uvek 	 ADV 
nepoverljiv 	 ADJ 
prema 	 PRP 
mom 	 ADJ:POS 
ocu 	 NOM:com 
, 	 PUN 
iskoristio 	 VER 
je 	 VER:AUX 
jednu 	PRO:NUM
od 	 PRP 
očevih 	 ADJ 
popodnevnih 	 ADJ 
peripatetičnih 	 ADJ 
šetnji 	 NOM:com 
i 	 KON:COOR 
, 	 PUN 
pod 	 PRP 
izgovorom 	 NOM:com 
da 	 KON:SUB 
ga 	 PRO:PER 
veoma 	 ADV 
zanima 	 VER 
poklon 	 NOM:com 
koji 	 PRO:REL 
mi 	 PRO:PER 
je 	 VER:AUX 
učinio 	 VER 
moj 	 ADJ:POS 
otac 	 NOM:com 
, 	 PUN 
uzeo 	 VER 
je 	 VER:AUX 
da 	 KON:SUB 
rasklapa 	 VER 
moj 	 ADJ:POS 
alat 	 NOM:com 
, 	 PUN 
očigledno 	 ADV 
u 	 PRP 
nameri 	 NOM:com 
da 	 KON:SUB 
pronađe 	 VER 
detonator 	 NOM:com 
. 	 SENT 
 	  
Zaustavivši 	 VER 
dah 	 NOM:com 
, 	 PUN 
oprezno 	 ADV 
je 	 VER:AUX 
odvrtao 	 VER 
ručicu 	 NOM:com 
bušilice 	 NOM:com 
, 	 PUN 
odmaknuvši 	 VER 
je 	PRO:PER
daleko 	 ADV 
od 	 PRP 
očiju 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
pokušavajući 	 VER 
da 	 KON:SUB 
prodre 	 VER 
u 	 PRP 
tajne 	 ADJ 
svih 	 ADJ:IND 
mehanizama 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
im 	 PRO:PER 
sagleda 	 VER 
unutrašnjost 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
otkrije 	 VER 
ispod 	 PRP 
nevinih 	 ADJ 
formi 	 NOM:com 
njihovo 	 ADJ:POS 
pakleno 	 ADJ 
naličje 	 NOM:com 
. 	 SENT 
 	  
Čelo 	 NOM:com 
mu 	 PRO:PER 
je 	 VER:AUX 
bilo 	VER:AUX
orošeno 	VER
krupnim 	 ADJ 
graškama 	 NOM:com 
znoja 	 NOM:com 
. 	 SENT 
 	  
Naravno 	 PAR 
, 	 PUN 
to 	 PRO:DEM 
je 	 VER:AUX 
bilo 	 VER 
preterivanje 	 NOM:com 
strika 	 NOM:com 
- 	 PUN 
Ota 	 NOM:NAM 
, 	 PUN 
bolestan 	 ADJ 
strah 	 NOM:com 
za 	 PRP 
svoj 	 ADJ:POS 
život 	 NOM:com 
i 	 KON:COOR 
svoju 	 ADJ:POS 
imovinu 	 NOM:com 
. 	 SENT 
 	  
Jer 	 KON:SUB 
moj 	 ADJ:POS 
otac 	 NOM:com 
se 	 PRO:REF 
, 	 PUN 
uprkos 	 PRP 
svim 	 ADJ:IND 
našim 	 ADJ:POS 
sumnjama 	 NOM:com 
i 	 KON:COOR 
podozrenjima 	 NOM:com 
, 	 PUN 
zaista 	 ADV 
bio 	 VER:AUX 
popravio 	 VER 
. 	 SENT 
 	  
To 	 PRO:DEM 
više 	 ADV:KOM 
nije 	 VER:AUX 
bila 	 VER 
gluma 	 NOM:com 
. 	 SENT 
 	  
Naprotiv 	 PAR 
. 	 SENT 
 	  
On 	 PRO:PER 
je 	 VER:AUX 
imao 	 VER 
svoj 	 ADJ:POS 
veličanstveni 	 ADJ 
lucida 	STR
intervalla 	STR
, 	 PUN 
kakav 	 ADJ:INTR 
mogu 	 VER 
imati 	 VER 
samo 	 ADV 
veliki 	 ADJ 
duhovi 	 NOM:com 
mirno 	 ADJ 
suočeni 	 NOM:com 
, 	 PUN 
takoreći 	PAR
filozofski 	 ADJ 
pripremljeni 	 NOM:com 
za 	 PRP 
smrt 	 NOM:com 
. 	 SENT 
 	  
Moja 	 ADJ:POS 
je 	 VER:AUX 
majka 	 NOM:com 
spremala 	 VER 
bez 	 PRP 
reči 	 NOM:com 
očevu 	 ADJ 
aktentašnu 	 NOM:com 
, 	 PUN 
pognute 	 ADJ 
glave 	 NOM:com 
, 	 PUN 
puna 	 ADJ 
pijeteta 	 NOM:com 
. 	 SENT 
 	  
Očigledno 	 ADV 
, 	 PUN 
bila 	 VER 
mu 	 PRO:PER 
je 	 VER:AUX 
sve 	 PRO:IND 
oprostila 	 VER 
. 	 SENT 
 	  
Ali 	 KON:COOR 
se 	 PRO:REF 
uzdržavala 	 VER 
da 	 KON:SUB 
mu 	 PRO:PER 
išta 	 PRO:IND 
kaže 	 VER 
, 	 PUN 
da 	 KON:SUB 
poremeti 	 VER 
njegov 	 ADJ:POS 
veličanstveni 	 ADJ 
, 	 PUN 
poštovanja 	 NOM:com 
dostojan 	 ADJ 
mir 	 NOM:com 
. 	 SENT 
 	  
Stavljala 	 VER 
je 	 VER:AUX 
u 	 PRP 
aktentašnu 	NOM:com
čuvenu 	 ADJ 
garderobu 	 NOM:com 
tog 	 ADJ:DEM 
božanstvenog 	 ADJ 
klauna 	 NOM:com 
koji 	 PRO:REL 
je 	 VER:AUX 
odlazio 	 VER 
u 	 PRP 
penziju 	 NOM:com 
, 	 PUN 
noseći 	 VER 
sa 	 PRP 
sobom 	 PRO:PER 
svoje 	 ADJ:POS 
famozne 	 ADJ 
rekvizite 	 NOM:com 
. 	 SENT 
 	  
Kraj 	 PRP 
prugaste 	 ADJ 
pidžame 	 NOM:com 
, 	 PUN 
u 	 PRP 
kojoj 	 PRO:REL 
se 	 PRO:REF 
nekoliko 	 ADV 
puta 	 NOM:com 
pojavljivao 	 VER 
u 	 PRP 
ulozi 	 NOM:com 
oca 	 NOM:com 
- 	 PUN 
branitelja 	 NOM:com 
kuće 	 NOM:com 
i 	 KON:COOR 
oca 	 NOM:com 
- 	 PUN 
zaštitnika 	 NOM:com 
( 	 PUN 
kada 	 KON:SUB 
je 	 VER:AUX 
podupirao 	 VER 
vrata 	 NOM:com 
svojim 	 ADJ:POS 
štapom 	 NOM:com 
sa 	 PRP 
gvozdenim 	 ADJ 
šiljkom 	 NOM:com 
, 	 PUN 
dok 	 KON:SUB 
su 	 VER:AUX 
napolju 	 ADV 
udarali 	 VER 
u 	 PRP 
vrata 	 NOM:com 
pomamno 	 ADV 
, 	 PUN 
za 	 PRP 
vreme 	 NOM:com 
pogroma 	 NOM:com 
) 	 PUN 
, 	 PUN 
kraj 	 PRP 
te 	 ADJ:DEM 
prugaste 	 ADJ 
pidžame 	 NOM:com 
, 	 PUN 
slične 	 ADJ 
onima 	 PRO:DEM 
koje 	 PRO:REL 
je 	 VER:AUX 
